"uid","idx","note"
 "MW127","1","A Companion of Mary Ward and early biographer. Her brother, John Poyntz, was a Jesuit."
 "MW030","1","An early member, she lived in Liège and succeeded Barbara Babthorpe as Provincial of the houses in Northern Europe (1627-1630). She left at the time of the suppression of the house at Liège. but seems to have returned later and lived with the few members who remained in Liège. (CK-B)"
 "MW034","2","In 1627 she was in St Omer."
 "MW073","1","She was in St Omer until appointed as Superior on theEnglish Mission in 1615. In 1618 she was Superior in Liège, where she remained until the suppression in 1630. She left the Institute shortly afterwards. (CK-B)"
 "LA031","1","Spoke Dutch. Served for a long time as refrectrice (Hamilton, Chron II, 79)."
 "LA004","4","Mistress of the school (Hamilton, Chron II, 79)."
 "LA203","1","Kinswoman of Sr Augustina Bedingfield LA023. Great niece, according to note in Hamilton, Chron II, 115, to Cardinal Reginald Pole. "
 "MW111","1","She was in St Omer in 1621."
 "MW145","1","She is recorded as a member of the Liège community in 1627."
 "MW158","2","She was in Rome from 1621-26, Munich 1627-32, Rome c 1632-37, England 1639-50. She probably had some nursing skills as she was so often at Mary Ward's side, especially during her illnesses. (CK-B)"
 "MW169","1","She was in Munich 1630-33. In 1633 with several of the younger members, she was transferred to Rome. (CK-B) "
 "MW011","2","She was in St Omer from 1609c-1616, Liege 1616c-1627, Bratislava 1628-1631, Munich 1631-1637 and in Rome from 1637 to 1654."
 "MW092","1","She was recorded as still in Liège in 1630 and 1631."
 "MW140","2","Went to Paris with Mary Poyntz in 1650 and had charge of the English pupils in the school. She remained there until 1655."
 "MW104","1","She was the half-sister of Helen Marshall. From 1633 onwards several of the younger members in Munich were transferred to Rome including Clare marshall. She was recored as living in Rome in 1640. (CK-B)"
 "BD027","2","Cardinal Howard was half 2nd cousin once removed to Frances Howard, wife of Conyers Darcy, 2nd earl of Holderness."
 "MW054","1","She was Mary Ward's Secretary from 1623 to 1637. Elizabeth Cotton was in Rome 1623-26 with a short stay in Perugia in 1624. She travelled (on foot) with Mary Ward to Munich in 1626 and remained there until 1632, apart from a short stay in Bratislava (Pressburg) in 1628. With Mary Poyntz she was present at Mary Ward's arrest and imprisonment on 7th February 1631. In 1632 she travelled with Mary Ward to Rome and remained there until 1651. (CK-B)"
 "BA241","1","Father Lieutenant Governor of Greenwich Hospital. She was converted at St Omer and sent prisoner to the English Poor Clares at Gravelines. After her return to England recommended to the Augustinians at Hengrave by Mr Greg Stapleton. Lived in the school for nearly three years before applying to join the community: III ann 113. Even though gave up the habit remained attached to the community."
 "MW071","2","She was recorded as present in Liège in 1620."
 "MW077","1","She is recorded as being in Liège in 1627 and 1630. She left after the suppression of the house. (CK-B)"
 "MW168","2","Her uncles, Thomas Percy, John and Christopher Wright, were all implicated in the Gunpowder Plot."
 "MW105","1","Half sister of Clare Marshall. Remained in Munich until her death."
 "MW025","1","She is known to have served on the English Mission, perhaps twice, and she probably replaced Susannah Rookwood as Superior from 1621-23 at the time when Dorothy was writing her account of her work in England.
In 1628 she was in Munich, then possibly in England again for a time. From 1631-32 she replaced Barbara Babthorpe as Superior in Bratislava (Pressburg) until the closure of that house. In 1633 she returned to Munich, where she lived until 1657. (CK-B)"
 "MW144","1","A member of the Munich community 1628-1632."
 "MW005","1","She was in Munich in 1627."
 "MW028","3","One of the original companions, she was a member of the community at St Omer until 1623 when she was  called to Rome. She was recorded as being in Naples in 1623-1628 and Munich 1628-31."
 "MW056","1","She was called to Rome by Mary Ward in 1623 and was in Rome or Naples until the closure of the Naples house in 1628. (CK-B)"
 "MW089","1","In 1629 she was in Vienna, then Munich in 1631. After 1631 she seems to have returned to Vienna. (CK-B)"
 "MW160","3","She was at St Omer in 1614, but was recorded in Rome (1623) and Perugia in 1624 and 1625. The house at Perugia was closed in 1625. At this point Joyce Vaux left the Institute."
 "MW035","2","She was recorded as being at St Omer in 1621, Liege in 1627 and, from 1633, Cologne."
 "MW074","2","She was in Rome 1622-23 and Naples 1623-27. In 1627 she was called to Munich, then appointed Superior of the new foundation in Vienna. After she left the Institute c 1634, she seems to have remained with a few members of the former community supported by the Emperor until his death in 1637, but no longer members of the Institute.  Her uncle was John Gerard SJ.(CK-B)"
 "MW087","1","Acted as secreatary to Mary Ward: her handwriting appears on documents from 1616 to 1625. In 1621 she travelled with Mary Ward on foot from Liège to Rome. She remained in Rome apart from a short stay in Perugia in 1625. She probably died in Rome soon after that date. (CK-B)"
 "MW013","2","She was recorded as being in Munich in 1629 and 1631."
 "MW044","1","She was in Liège until 1623, then travelled to Rome with the group of eight members. She was in Perugia 1624-1625. (CK-B)"
 "MW053","1","Up to 1630 she appears to have been in Liège: she left when the house was suppressed."
 "MW127","2","She was in Rome in 1624 with Mary Ward, Elizabeth Cotton and several others.  Accompanied Mary Ward to Munich in 1627 where she was made Superior and developed the school. When the Institute was suppressed in 1631 it was Mary Poyntz who maintained a secret correspondence with Mary Ward. Although the school was closed in 1631, a small group remained together living as lay women. In 1633 she was summoned to Rome 1633-1637 by Mary Ward where she took charge of the community's house. Mary Ward, in search of health for herself and Mary Poyntz travelled to Liège and then on to London, arriving in 1639. They travelled northward to Yorkshire, finding refuge first at Heworth outside York, but the impact of the civil war made their conditions difficult. Mary Poyntz was with Mary Ward when she died at Heworth in 1645. She remained in England until 1650 when she was sent to Paris. Between 1654 and 1667 she was in Rome, Munich and Augsburg. Founder of the house and school in Augsburg with a founding community of English members. (CK-B)"
 "MW129","1","She was in Rome in 1623, then Naples as Superior from 1624 to 1628, when the house was suppressed. She remained in Naples until 1632. She is linked with Chrysogona Wakeman (AC126) with whom she joined the Antwerp Carmelites in 1632, but she did not persevere. (CK-B)"
 "MW149","1","She is recorded as a member of the Liège community in 1621 and was probably there until she left from Liège in 1629. (CK-B)"
 "MW173","1","She was in Munich in 1630 and accompanied Winefrid Wigmore on her visitation to Liège that year. After the suppression of the Liège house she remained in the town. In 1633 Mary Ward's request for the 7 or 8 remaining members to live together as lay women with Mary Wivell in Liège was refused by the Cardinals of the Inquisition. (CK-B)"
 "MW135","2","One of the original companions. She was in St Omer or Liège 1609-18 when she was appointed  Superior in London to succeed Anne Gage at a very dangerous time for the Institute, being sent to prison five times herself. Recalled to Flanders in 1621 and accompanied Mary Ward to Rome. She was recorded as being at Rome in 1623 acting as Mary Ward's secretary, before participating in the foundation in Naples in the same year. Was appointed Superior in Naples by Mary Ward. "
 "MW019","1","She was sent from Flanders to Munich in 1627 for the new foundation and was Headmistress until the 1631 suppression. She succeeded Mary Poyntz as Superior in 1633, subsequently freeing the house from debt. Her good working relationship with the Elector Maximilian enabled her to re-open the school in 1635. In 1645 she began to receive new members into the Institute, thus ensuring its survival and future growth. (CK-B)"
 "MW171","3","In 1637 was in a small group of companions given permission (with Mary Ward) to leave Rome. They returned to England eventually reaching Yorkshire. Winefrid Wigmore was with Mary Ward when she died at Heworth in January 1645. She acted as headmistress of the school there and became the first headmistress of the institute's school for English girls in Paris. "
 "AP094","1","Parents identified from Maryland sources"
 "DP020","1","Fifth abbess. Died in the fifth year of her abbatiate."
 "DP036","1","Vicaress for nine years.
First of those professed at Dunkirk to become a jubilarian."
 "DP109","1","Vicaress for 12 years."
 "DP131","1","Was also Dispencer."
 "DP028","1","Given the closeness in dates of the four Cannel(l) nuns, it is likely that all four were sisters (DP028, GP061, GP062). See the note to Henrietta Maria Cannell (GP062)."
 "DP062","1","Dispencer for 9 years."
 "DP066","1","Also Dispencer."
 "BA040","2","She was badly injured when the convent chapel was struck by lightning but, after suffering convulsions, she fully recovered, which was believed to be bordering on the miraculous."
 "OB019","2","In July 1714 she stayed with the Bruges Augustinians during her return trip from business elsewhere. (Bruges Augs I ann 318)"
 "GP219","1","On 17 July 1701, she had been received as a convictress at the Bruges Augustinians having arrived with Charlotte Stanley.  She was just under six years old at the time."
 "GP219","2","On 22 November 1710 she returned to England to secure her pension and portion for her to profess at the Bruges Augustinian convent.  She returned on 4 July 1711 having secured her father's and brother's promises for a pension of £100 and a £400 payment before her profession."
 "GP219","3","Despite excelling as a novice, the community regretted that they had to let her go.  Firstly, it appeared that payment was a problem, even though the nuns were willing to negotiate the fee.  However, she was then struck by severe mental illness and eventually had to be taken back to England by Barbara Devery."
 "BA072","2","She brought the mentally ill novice, Mary Petre, back to England in October 1714."
 "BA182","2","She brought with her to the covent Mary Petre, who later had to leave the novitiate due to mental health issues, on 17 July 1701."
 "BA191","2","She suffered from a dropsy for 12 years, which caused her body to swell to such a size that the surgeon had to drain her body before she could be laid to rest."
 "BA057","1","Her translation of an 8-Day Exercise from the Flemish was printed at the expense of Mrs Kempion, sister of sub-prioress Sister Willis (III ann 2)."
 "HC002","1","Seven year novitiate because of change in law on age at profession"
 "GB119","2","On 2 May 1715, she called at the Bruges Augustinians on her way to England and took breakfast at the Grate.  She was accompanied by Catherine Howard and one other.  On the return journey, they stayed with the nuns from 13 to 16 July (Bruges Augs I ann 323, 326)."
 "GB104","3","On 2 May 1715, she accompanied the abbess Mary Knatchbull to England and took breakfast at the Grate of the Bruges Augustinians.  On the return journey, they stayed with the nuns from 13 to 16 July (Bruges Augs I ann 323, 326)."
 "BF234","1","Her parents were imprisoned during the Popish Plot allegations."
 "BA091","1","She arrived at the convent on the 22 June 1715 and entered the enclosure as a servant, having been recommended as a lay sister."
 "BA198","1","She contracted small pox in 1715."
 "BA063","1","She arrived at the convent on 14 Sep 1713."
 "GP222","2","She was a convictress with her sister Catherine at the Bruges Augustinians, arriving on 4 Aug 1713.  Catherine returned to England on 18 May 1716 (I Ann 330)."
 "BA128","1","She arrived at the convent on 7 May 1713, at the age of about 15, having been recommended as a servant."
 "BA161","2","II ann p1 says she was aunt to a Mrs Mannock who died on 22 October 1729."
 "BA112","2","Chosen Arcaria in 1731-56."
 "PA088","3","Her uncle, Edward Hunt, was a priest at Douai College.  He visited her on 3 Apr 1698, staying until 28 Apr, when he headed to England."
 "BA222","1","She was received as a convictress on 11 December 1718 aged 9: I ann 355. II ann 9, under 1731."
 "GB205","1","She may be the Dorothy of these parents shown in Stirnet Skrymshire 1 as wife of Robert Moseley, following the Visitation of Staffordshire 1664/5). She was older than most at profession and could have been a widow, though there is nothing in the surviving records to suggest this. "
 "BA222","6","Another sister, Joanna, was received as a convictress on the 12 August 1732 (II ann 10)."
 "BA044","2","Her (great-)niece Mary Greenwood aged 13 joined as a convictress in 1734 (Chron Bruges 2)."
 "BA202","1","Her jubilee was not officially celebrated, her mental state having been impaired since her tenth or twelfth year of profession. Her sister was the one who suggested that her case being 'past management' she be segregated from the community. Being harmless enough, eventually she was merely locked in at night to prevent wandering (II ann 82, 100, 139)."
 "BA147","2","Underwent surgery for cataracts in 1756 (II ann 125)."
 "HC050","1","She was named in honour of the marriage of Nicholas Leopold, Prince of Salm-Salm and Duke of Hoogstraten, to his second wife, Duchess Christina."
 "HC050","2","She copied out many of the ceremonials, wrote out the billets and recorded many of the community's old customs.  She would never begin writing her Christmas song before the feast of St Damasus (11 December), who himself wrote verses with which he adorned the tombs of the martyrs."
 "BA189","2","Having improved herself in painting and other such talents, she asked to return to the convent and was accepted on an 'under fortune', arriving at the convent on 30 April 1716."
 "BA189","4","She was appointed executrix by her mother, who died in 1738, leaving money to pay for 'irons in the Choir and organ loft', and also to send the nuns's best singer, Sister Barbara Huddleston', to a spa on account of her ill health (II ann 55).  "
 "BA221","1","Sister of Fr Willis, Confessor to the Benedictines at Brussels and for three years until 1761 Extraordinary to the nuns at Bruges (II ann 134-5). She was a close contemporary of Elizabeth Willis (LA222), who was a sister of Joanna (PC128), who had been considered too unhealthy for a nun and sent back to her parents in England in 1735. Winifred's father Thomas had died and been buried in the Bruges convent church in 1726. Conceivably he was a brother of Elizabeth's father William, a merchant. They may have been a link to the family of Willis of Fen Ditton."
 "BA081","1","Attempted suicide by drowning in 1764 after becoming blind (II ann 161)."
 "HC060","1","She was a Carmelite of Ghent but was chosen by the community at Courtrai to be their prioress and, as the great majority of the  nuns there desired, to place it under the bishop's authority. However, one of the nuns who wished Courtrai to stay under the control of the Carmelite fathers found out and raised a great cry against her.  As the bishop was her friend, Sister Lucy was rescued from the situation by being offered the opportunity to move to a different convent at which she would see out the rest of her days.  She chose Hoogstraten and they agreed to accept her."
 "MW045","1","She was recorded as being in Liège in 1621 and 1627, then Vienna in 1629, where she was headmistress of the boarding school."
 "GB251","3","Assisted with the foundation of Boulogne but died before the nuns moved. Her sources are therefore with the Pontoise community."
 "HC055","1","She was one of the foundation group at Hoogstraten but had entered the novitiate before that.  She was the first to be professed at Hoogstraten."
 "HC053","1","Her mother was the foundress of the convent."
 "HC053","2","Her bridal dress was made of silver cloth, heavily embroidered with gold and pearls. It was later turned into a set of vestments."
 "HC053","3","In 1701, the community was obliged to take refuge in Mechelen due to the wars.  The foundress, her mother insisted as much because she feared her nun daughter could be seized as a hostage.  Thus, she harboured the community at her own house called the Palace of Hoogstraat.  They remained there until the end of 1712."
 "HC056","1","There is no record of her being clothed in Hoogstraten so it may have occurred at Antwerp."
 "BA071","1","Retired from the world aged 29, recommended to Bryges by Fr Joseph Wright SJ (II ann 168)."
 "BA091","2","First lay sister to achieve jubilarian status, shortly before her death (II ann 191)."
 "HC057","1","She had been a companion of Princess Louise Marie of France in the St Denis novitiate, as well as a novice under the princess, known in religion as Therese of St Augustine."
 "BA196","2","Her cousins Molly and Hester Goodsons (aged 11 and 10) arrived as pupils in the school in 1771 (II ann 202)."
 "BA189","3","Had gifts unusual in a woman, such as an understanding of art and architecture (II ann 216-17). Also a gift for poetry."
 "PC032","1","Probably the same as Sally Farrell, sister of BA077 Mary Farrell, who was clothed at Bruges under the name Mary Xaveria on 3rd Aug 1775 and left for want of health on 7 Feb 1776 (II ann 222, 224). She left to go to Liège and again left for want of health."
 "BA069","1","Both parents Protestant (PM). Suffered smallpox in 1783 (II ann 282)."
 "OB014","1","Permission to transfer: image 1P 185 in Pontoise [PM]  "
 "BA097","2","Five of her cousins (unidentified) were lay sisters with the Franciscans at Bruges; they were invited to the Augustinian convent to help her celebrate her half-jubilee (II ann 299).
She was blind  for about the last 12 years of her life."
 "BA221","3","Re-elected sub-prioress for the sixth time in 1787 (II ann 307). Jubilee 1792"
 "BA010","1","Born in the Low Countries although parents were English. Elected arcaria in 1716."
 "HC061","3","Her mother was a cousin of Teresa, Mary and Catherine Charlton, all members of the Bruges Augustinians."
 "PC028","1","Received into the church at the Friars Minor, Calais.Professed with the Franciscans 1806 2 Aug aged 53: see PB 172."
 "HC061","1","Entered the Benedictine convent at Ghent; clothed 1700 10 Nov aged 17: no further data found."
 "HC058","2","She received a vision of Jesus in 1720, prompting her to reform the practice of discussing spiritual matters after meals."
 "HC061","2","During her many years in the world she had taken great pleasure in her own beauty.  Thus, as penance, she only washed her face once a year, on Good Friday."
 "HC062","1","The pb was uncertain on parentage so the stirnet information has been opted for."
 "HC067","1","In June 1713 a vision occurred during Mass, Jesus appearing in the Host at the moment of consecration.  This was believed to have happened to confirm Sister Monica Joseph's faith who at the time was having doubts about the Real Presence, though she had come to the convent to take the habit (Ann 24-5)."
 "BF158","1","She lived in the convent for 60 years, initially as a pensioner or perhaps a servant since, according to her obit, she was deaf and dumb and communicated in sign language. For her devotion she wore the habit for 27 years."
 "BA101","5","Her sister, Winfred, married William Nithsdale, 5th earl of Maxwell.  Following his capture and imprisonment in the Tower of London following the 1715 Jacobite rebellion, she helped him escape the day before his execution.  On her way to France to meet up with her escaped husband, she stayed at the convent from 12 August to 14 September 1716 (I Ann 332-3)."
 "GP222","3","About a month after her clothing, when she took the name Eugenia, Rebecca began to think she should become a Poor Clare and later told her superiors that she would like to move.  Her parents at first rejected this proposal but following letters from the prioress, the convent's confessor and the rector of the English College in Ghent, they agreed."
 "BA175","2","For roughly 30 years she was 'in charge of the woolen habit', which included folding the wet linen in wash weeks."
 "GP219","4","She sent several letters to the Bruges Augustinaians once her health had recovered asking if she could return, though she feared the community would be reluctant because of previous events.  Some were very opposed to this idea but as she had previously been such a good novice, she was invited to return.  However, in October 1716 she went from England to be present at the profession of her two younger sisters at the Gravelines Poor Clares and was so impressed that she decided to join them."
 "BA164","2","She was opposed to Lucy Herbert's introduction of new statutes, feeling the community had not been properly consulted."
 "BA006","1","She was received as a servant in order to be a lay sister on 12 August 1717. Jubilee 1770. Father Protestant"
 "GB088","1","1733 9 Nov: 'Mrs Frances Gasling came hether from Gant where she had been for some time but could not be [at] ease or resolve to settle among them, her inclination leading her to be here where she was propossed 
before she came over, but we refussed to take her both on account of 
her age and for that we had our number of lay Sisters and she no[t] capable 
of much labour. How ever compassion made us yeild to her importunity 
and we permitted her to come, but to our satisfaction, after a few days 
she resolved to return back to Gand, which she did on the 15 of no[v]: II ann 20
 "
 "BA004","2","Her time as novice mistress and sub-prioress overlapped slightly.  She was elected sub-prioress on 10 June 1717, but, having been elected as noivce mistress November 1716, she continued until 24 September 1717 as the community had decided she should remain in the position, despite her new election, until more novices arrived, there being only one at the time."
 "BA031","2","She was the organist."
 "BA031","3","She believed that she was cured of debilitative illness by the intercession of St Ignatius."
 "BA222","4","Her father was a merchant. He was possibly related to the Willis family of Fen Ditton, Cambs. Her mother may have been a member of the Lucas family of Edith Weston, Rutland, and Fenton in Beckingham, Lincs."
 "OB065","1","Allowed to leave the convent for a time in 1731 for her health. 68H10"
 "BA062","1","She was received as a convictress with her sister Elizabeth on 31 May 1719.  Her sister returned to England on 23 Nov 1722, whilst Frances received the first habit exactly a month afterwards."
 "BA228","1","Her niece Frances Wright joined as a convictress on 31 May 1719.  Her brother and Frances' father was a goldsmith (I Ann 356).  The niece left on 29 Aug 1720 to join two aunts at the Dunkirk Benedictines at the insistence of her parents (I Ann 370). [No record known of this in the Dunirk records.]
Monasticon p1153 records her as the daughter of John Wright and his second wife but gives no name"
 "BA072","3","On 31 May 1719 she travelled to England.  She returned on 5 July, bringing with her Catherine and Ursula Chichester as convictresses and Mary Hilton as a servant in trial for being a lay sister."
 "BA052","3","With her sister, Ursula, and Mary Hilton, she was brought from England by Barbara Devery, arriving at the convent on 5 July 1719.  She was received as a convictress."
 "BA053","2","With her sister, Catherine, and Mary Hilton, she was brought from England by Barbara Devery, arriving at the convent on 5 July 1719.  She was received as a convictress."
 "GP033","1","Had entered the Augustinian house at Bruges under the name Mary Xaveria, where she received the first habit having with difficulty obtained her father's consent. She soon recollected a vow to become a Poor Clare and was permitted to transfer to Gravelines, with her father's consent."
 "BA053","3","Her uncle was Roger Palmer, 1st earl of Castlemaine."
 "BA064","1","She always suffered from health problems. Mother and Father Protestant: 'tho her Parents being hereticks she had the prejudice of that unhappy education, yet coming to years of discretion... she was the more easily convinced of the errors of her false religion...: see Annals I 359-60."
 "BA016","2","She was chosen arcaria in 1719."
 "BA238","1","Lady Mary Herbert promised to pay her portion, but was unable to find the money."
 "OB069","2","Entered the convict 1749 10 Aug aged 12."
 "BA076","2","Annals gives detailed account of Sister Perpetua leaving the convent with the assistance of Lieut John Grant, whom she married at Sluys. He seems to have soon abandoned her, for soon afterwards she abjured her faith in order to support herself by begging and after a wandering life of abject poverty, mostly in Scotland, she returned to her brother's home in Northumberland and with assistance re-entered the convent as a penitent. Her excommunication was shortly afterwards lifted and she regained her rank of profession. "
 "OB086","1","vows delayed because of non-payment of portion: fell into a fever and declined: see obit."
 "OB096","2","Obituary refers to five year noviceship on account of family problems: (these were probably related to the dowry payment)."
 "OB143","1","Not entirely clear from obit at what age children were converted as no dates given: see Pontoise Register 306. 'She was one of the Daughters of the Right Honourable Lord Widdrington who with his lady her mother, being converted to the Romaine Catholic Faith neglect'd not the Instruction of their Children in the same, ...'"
 "OB026","1","Should she be under Chalk?"
 "OB098","1","Book of Entries states that she was sent by the Dowager Lady Petre who also paid for her journey and promised to pay her portion."
 "OB143","2","Book of Entries gives portion as £500"
 "OB114","1","Her father's name was John Smith of Esh; see VCH Durham 3, pp 321-43 and footnote 168."
 "OB116","1","Also a musician: played organ. See obit."
 "OB118","1","Obit refers to her chief care to look after the sick without giving her an official title."
 "OB119","1","Obit records her fine voice."
 "GP153","1","With Urusla and Catherine Chichester, she was brought from England by Sister Barbara Devery, arriving at the Augustinian convent at Bruges on 5 July 1719.  She had wanted to enter the Poor Clares at Gravelines, but they were full at the time. Admitting this during her novitiate at Bruges (where she was known as Mary Joseph), her superior arranged for her admission at Gravelines."
 "BB117","1","Former pupil in the school of the Augustinians of Bruges which she joined in 1687. According to the Annals of Bruges, she was clothed with two companions in November 1693, but when they came to be professed she advised to transfer to the Benedictines at Brussels as being more suitable for her."
 "LA093","1","Her father was amongst those imprisoned 'for the mass' in the Fleet. A In a State Paper of 1578 he petitioned for his release,stating that he had a wife 
and eleven children dependent on him (Chron I,16).
"
 "HC069","1","She arrived at the convent on 4 July 1754."
 "OB128","1","Had her own children: made arrangements for their care before she entered religion: see obit"
 "OB127","1","Was elected Prioress four times: see obit"
 "OB131","1","Sir Richard Foster paid 1000 livres for her portion: see Benefactors' Book"
 "OB134","1","'powerful in word and work, instructing and reduceing to the Catholick faith many heretick soldiers who were quartered in this town...'see obit"
 "OB147","1","Name in baptism from entry in Book of Accounts"
 "LA027","1","Mother's name supplied from H. Jenkins on Edward Bendlowes in Review of English Studies 12, no. 47 (1936),p. 274."
 "LA027","2","She was a distant kinswoman of several nuns, including BF139, BF085, GP091 etc."
 "LA201","1","Chronicle says she was kinswoman of Margaret Skidmore, LA232."
 "LA141","1","Parents supplied from the description in Hamilton, Chron Louvain II, 26,  of the descendants of Charles Carrington Smith and the details of Margaret Hungate's (DB083) parents."
 "LA143","1","Parents supplied from the description in Hamilton, Chron Louvain II, 26,  of the descendants of Charles Carrington Smith and the details of Margaret Hungate's (DB083) parents."
 "LA106","1","According to Chron Louvain II 44-5, she had married without her father's consent; the marriage was never consummated and was ended by her entry into religion."
 "PA176","1","Her brother Francis, then Governor of Carlisle, was executed as a traitor in 1746 following the battle of Culloden."
 "RP051","1","A notice of the death of the Abbess of the Poor Clares convent at Rouen, Mother Francis of Saint Benedict, formerly Frances Clifton, on 24th August 1756. Probably printed in Rouen. see Durham University Library, Special Collections"
 "LB118","1","Historia da vida admiravel e das accoes prodigiosas da veneravel Madre Soror Brizida de S Antonio escrita por Fr Agostinho de Santa Maria, Lisboa, 1701"
 "GP233","2","In January 1626 the Commissary deposed Abbess Tildesley and installed Margaret Paul in her place, to the great discontent of many of the nuns. She was removed and sent with 10 supporters to Dunkirk. The Commissary struggled to enforce his will, but eventually yielded after the nuns at Gravelines successfully appealed to Rome (Gravelines Chron, 145-65)."
 "LB158","1","Sister of Poor Clare Catherine (pb 68, note by Gillow)"
 "GP133","1","Dispencer"
 "GP007","1","Had spent 39 years as an extern servant before she took the habit."
 "GP024","1","Had been an extern servant for 22 years before entry."
 "GP078","2","Greatly valued for her singing. Blind in her last years."
 "LA162","1","Hamilton 257 suggests that she was a cousin of Sister Mary Pole."
 "GB044","1","Examination for clothing marked with a cross: no signature. No references in the Annals to this nun: data above taken from examinations."
 "YB055","1","Great niece of Abbess Butler, Monasticon 1960 p295 Shipwrecked on her way from Ireland to Ypres in 1725 see Nolan 262-3"
 "YB023","1","Under her leadership she introduced the convent to the devotion to the Sacred Heart of Jesus: Monasticon 1960 p295. "
 "YB015","1","sister of Elizabeth and Anne"
 "DB144","1","Nolan (p54)raises question of whether Mary Ryan is the same person as Mary Joseph O'Brien who does not appear in the Dunkirk list, although she is mentioned on p30 Dunkirk History as Dame Josepha O'Bryan. Further investigation suggests this is correct since no further data exists about Josepha O'Bryan."
 "YB006","1","Nolan 77 describes her as 'extern sister' and not strictly speaking a member of the community"
 "OB019","3","Went to Dublin to establish a convent at request of James II: left following King's defeat July 1690: Nolan 149-151"
 "OB089","2","Nolan 161 records that she acted as superior while Abbess Butler was absent."
 "OB019","4","On her return from Dublin lived with only 4 lay sisters: received 4 novices 1695 but only 2 stayed and these were not professed until 1700: Nolan 209"
 "YB053","1","Recommended by Queen Mary of Modena in 1705: her father followed James II into exile. Nolan 272"
 "YB054","1","Most expert at her pen and arithmetic. Procured a gift of £600 from her brother: see Nolan 282"
 "YB044","1","Nolan has date of profession 1703 but based on date of clothing it must be 1733. No profession examination image available. CB"
 "YB002","1","Examination for profession 1730 3 Apr: Nolan list gives date of profession 6 Nov 1731"
 "GB203","1","Described as a recent convert, she was brought from England by Sister Barbara Devery of the Bruges Augustinians, arriving at that convent on 23 June 1720, entering the enclosure in order to discern whether she had a vocation.  She left them on 21 July 1720, conducted to Ghent by, again, Sister Barbara Devery."
 "BA124","1","She was market sister for about 27 years: died as a result of an accidental head injury."
 "BA138","3","On 12 Nov 1720, her widowwed mother retired to the convent bringing her youngest daughter, Ursula Markham, as well as Ann Poulton, with her.  They became pupils at the school (I ann 376)."
 "BA047","2","Her sister, Elizabeth, also attended the convent school from 4 Nov 1720, leaving on 27 April 1721 (I ann 376, 384)."
 "BA047","3","Another sister, Catherine, came to the convent on 6 Jan 1721 to try a change of air having previously suffered from a fever and lived in a Dutch convent at Poperinge.  She was again advised to change air to aid her recovery and left for a Dutch monastery in Ghent on 10 Mar 1721 (I ann 378, 383)."
 "BA058","1","She arrived as a pupil at the school on 31 March 1721, along with Frances Berington, daughter of Sister Frances Clough's cousin."
 "GP033","2","Her parentage has been deduced from the details given in the Bruges annals.
One of her parents was the cousin of Sister Frances Clough."
 "GP033","3","She arrived as a pupil at the Bruges Augustinians' school on 31 March 1721 with Elizabeth Clough, later a nun there."
 "OB014","2","Following her family obtaining leave from the Archbishop of Rouen that she may leave the impoverished Bellefonds convent, she desired to live under the obedience of her relation, the Reverend Mother of the Bruges Augustinians, which was granted.  Thus, she was given a cell in the dormitory.  There was a distant kinship link through her grandmother, Elizabeth Somerset, but closer through her uncle, Francis Browne, 4th visc Montague, who married Mary Herbert, sister of the reverend mother, Lucy Herbert."
 "BA170","3","On 9 Oct 1721 she arrived at the convent to visit her aunt, Elizabeth Browne, on her way to become a pupil with the Ghent Benedictines.  Through her brother, Lord Montague, Elizabeth convinced Ralph Salvin to let Dorothy remain as a pupil with the Bruges Augustinians."
 "OB014","3","She secured her niece, Dorothy Salvin, as a pupil for the Bruges Augustinians when she visited on 9 Oct 1721."
 "BA081","2","She arrived as a servant on 7 June 1723."
 "BA072","5","She accompanied Elizabeth Browne to the Brussels Benedictines, leaving on 9 July 1723.  She was also supposed to accompany her to the Pontoise Benedictines on 30 Sep 1724 but fell ill so Margaret Linny went in her place."
 "BA185","2","She walked with a limp."
 "BA174","1","She arrived as a pupil for the school on 20 March 1724 and had been accompanied to the convent by Isabella Vendow and Ann Formby."
 "BA210","1","She arrived with Ann Formby on 20 March 1724 as a servant in order to be a lay sister.  Catherine Simner had come with them."
 "BA082","2","She arrived with Isabella Vendow on 20 March 1724 as a servant in order to be a lay sister.  Catherine Simner had come with them."
 "BA011","1","She arrived as a servant on 30 May 1724."
 "OB014","4","On 13 July 1724, she again returned to the Bruges Augustinians, this time because of her weak constitution and the Brussels Benedictines' refusal to allow her to have a fire.  Lucy Herbert secured permission for her to stay for six weeks while she got permission from her brother to return to her convent at Rouen, where she had been invited to return as abbess.  Nevertheless, she turned the opportunity down.  Her brother, Lord Montague, also wanted her to remain in an English convent rather than a French one and secured from the Archbishop of Rouen that she could go to the Pontoise Benedictines, to which she agreed.  She left on 30 Sep 1724, attended by Sister Margaret Linny."
 "GB002","1","She was a pupil at the school of the Bruges Augustinians, entering on 29 Aug 1724 and leaving for the Ghent Benedictines on 23 May 1726. Jubilarian 1790."
 "BA128","2","Due to Sister Barbara Deverey falling sick, she accompanied Elizabeth Browne to the Pontoise Benedictines, leaving on 30 Sep 1724. Employed as market sister, but had such solid judgement that she was able to speak upon business to the chief of the town: see II ann 163 "
 "BA169","1","She served as the cook, showing a particular talent in that role."
